2039,2039,469,469,1153,1153,2324,2324,847,847,850,850,25,25,2217,2217,2511,2511,920,920,2773,2773,1631,1631,475,475,935,935,205,205,2397,2397,1869,1869,345,345,690,690,1096,1096,3825,3825,1878,1878,201,201,2393,2393,1537,1537,280,280,1542,1542,3328,3328,1836,1836,828,828,2404,2404,1058,1058,1387,1387,93,93,408,408,2607,2607,1065,1065,1219,1219,493,493,3842,3842,39,39,2981,2981,541,541,4084,4084,3920,3920,1540,1540,594,594,20,20,1232,1232,240,240,1234,1234,2780,2780,1235,1235,2431,2431,734,734,3428,3428,1056,1056,3767,3767,1359,1359,3129,3129,289,289,3791,3791,2455,2455,2108,2108
4231,4231,1251,3443,3345,3345,3345,2324,3039,3039,3042,1455,3647,25,319,319,2511,2511,3112,581,1675,1675,3867,3823,475,475,311,2503,3127,205,1045,3237,4061,4061,2537,889,889,690,2882,3288,1668,1668,3860,3860,4070,201,1475,3667,3729,3729,2472,2472,3734,3734,222,222,4028,4028,3020,212,1361,1361,1361,3250,3579,3579,617,2809,2600,2600,1388,1388,3257,3257,12,2204,2685,2685,1284,1284,2231,2231,1200,3392,2733,2733,1835,1835,113,113,2305,3732,2786,2786,2786,2212,3424,3424,3424,2432,3426,3426,52,2244,3427,3427,1231,1231,2926,2926,1619,3811,3248,3248,422,2614,3551,3551,164,164,2481,2481,1602,3794,1864,1864,1864,4300
2038,2038,453,453,671,671,1459,1459,1824,1824,279,279,1612,1612,1111,1111,1554,1554,1031,1031,1674,1674,975,975,2667,2667,880,880,684,684,2876,2876,51,51,3081,3081,346,346,885,885,9,9,894,894,1747,1747,529,529,1538,1538,817,817,3009,3009,1724,1724,2414,2414,3683,3683,1480,1480,3553,3553,409,409,91,91,1386,1386,3580,3580,571,571,1723,1723,1421,1421,3476,3476,3300,3300,1576,1576,1893,1893,4027,4027,356,356,1470,1470,1563,1563,536,536,1916,1916,578,578,1227,1227,621,621,735,735,3423,3423,162,162,1589,1589,282,282,1495,1495,1179,1179,2356,2356,1519,1519,1710,1710,759,759,4056,4056
4230,4230,2645,2645,2863,2863,2863,3651,4016,4016,4016,2471,3804,3804,3303,3303,3746,3746,3746,3223,3866,3866,975,975,5,5,2197,2197,3072,684,878,878,2243,2243,1565,1565,2538,2538,2538,3077,2201,2201,2201,3086,3939,3939,2721,2721,3730,3730,59,59,1812,1812,1812,3916,1491,1491,1083,1083,3672,3672,867,867,2601,2601,2283,2283,3578,3578,3578,3580,2763,2763,2763,3915,3613,3613,1108,1108,639,639,639,3768,4085,4085,714,714,2548,2548,3662,3662,3755,3755,2728,2728,4108,4108,2770,2770,3419,3419,3419,2813,2927,2927,1237,1237,2354,2354,2354,3781,2474,2474,3687,3687,3371,3371,762,762,3711,3711,3711,3902,2951,2951,2109,2109
2037,2037,1100,1100,3292,3292,1823,1823,1735,1735,1512,1512,1356,1356,3548,3548,1581,1581,471,471,138,138,2330,2330,3167,3167,758,758,266,266,3070,3070,1202,1202,3757,3757,167,167,1890,1890,886,886,337,337,1854,1854,4046,4046,923,923,2251,2251,643,643,4004,4004,1408,1408,3275,3275,1623,1623,3059,3059,778,778,1067,1067,3259,3259,1059,1059,124,124,678,678,2870,2870,431,431,1655,1655,2831,2831,307,307,2906,2906,1149,1149,1664,1664,3516,3516,1920,1920,1228,1228,1214,1214,140,140,1195,1195,156,156,3429,3429,746,746,1961,1961,4153,4153,3783,3783,567,567,2954,2954,534,534,1522,1522,1508,1508,4301,4301
4229,4229,2036,4228,340,340,2532,4015,3927,3927,3704,1932,4124,1356,285,2477,3773,3773,2663,1381,3573,138,1269,3461,1017,1017,3209,2950,2458,2458,1546,3738,3394,3394,602,2794,2359,2359,4082,4082,3078,3078,2529,1666,3858,1854,781,2973,3115,3115,1210,3402,2835,2835,284,2476,3600,3600,0,2192,3815,3815,420,2612,2970,2970,1057,3249,413,413,2605,3251,2316,2316,1501,3693,131,131,2323,2623,3847,3847,1673,3865,2499,2499,1856,4048,3341,3341,3856,1324,1898,1898,4090,4112,3420,3420,237,2429,3406,140,2332,3387,2348,2348,736,2928,2938,2938,846,3038,1591,1591,1590,3782,2759,2759,1499,1499,3691,534,2726,3714,3700,3700,2110,4302
2035,2035,1089,1089,104,104,1203,1203,550,550,1378,1378,60,60,1629,1629,3821,3821,823,823,246,246,798,798,2990,2990,148,148,688,688,1211,1211,207,207,1044,1044,1337,1337,1544,1544,1490,1490,1156,1156,187,187,473,473,1358,1358,236,236,1680,1680,3872,3872,931,931,1425,1425,3060,3060,166,166,916,916,1389,1389,3581,3581,2764,2764,922,922,466,466,1115,1115,670,670,218,218,1116,1116,67,67,1568,1568,492,492,1704,1704,116,116,1215,1215,579,579,1208,1208,620,620,1189,1189,1180,1180,619,619,1188,1188,10,10,1187,1187,1301,1301,3493,3493,49,49,1107,1107,775,775,2967,2967,2111,2111
4227,4227,4227,3281,2296,2296,3395,3395,2742,2742,3570,3570,60,60,980,3172,381,381,381,3015,2438,2438,2438,798,1316,1316,1316,2340,2880,2880,2880,3403,2399,2399,3236,3236,3529,3529,3736,3736,3682,3682,3682,3348,2379,2379,2665,2665,3550,3550,2428,2428,3572,1680,186,186,3123,3123,3617,3617,1630,1630,1630,2358,916,916,410,2602,572,572,641,641,3114,3114,2658,2658,3307,3307,2862,2862,2410,2410,3308,3308,2259,2259,3760,3760,2684,2684,3896,3896,2308,2308,2308,3407,2771,2771,2771,3400,2812,2812,3381,3381,3372,3372,3372,2811,3380,3380,3380,2202,1187,1187,232,2424,1071,1071,1071,2241,1107,1107,1874,4066,1523,1523,1523,4303
2034,2034,1357,1357,574,574,2766,2766,1683,1683,360,360,3721,3721,2252,2252,2573,2573,1698,1698,616,616,1383,1383,126,126,3508,3508,32,32,1052,1052,640,640,1628,1628,481,481,2673,2673,47,47,1514,1514,1429,1429,3621,3621,848,848,1380,1380,927,927,2378,2378,1222,1222,868,868,3822,3822,421,421,3108,3108,3278,3278,854,854,2833,2833,1333,1333,1422,1422,3614,3614,597,597,1509,1509,1915,1915,1344,1344,3536,3536,1342,1342,1911,1911,4103,4103,1921,1921,1953,1953,1190,1190,50,50,2242,2242,1285,1285,231,231,1733,1733,3925,3925,3379,3379,1423,1423,3263,3263,2934,2934,3299,3299,216,216,676,676,3715,3715
4226,4226,3549,917,917,574,624,2816,3875,3875,2552,1529,3721,3721,1435,3627,56,56,2248,3890,2808,2808,2808,3575,2318,2318,573,2765,2224,2224,2224,3244,640,640,3820,154,2346,481,666,2858,2239,2239,3706,792,792,1429,1632,3824,3040,3040,1209,3401,3119,3119,1220,1220,3414,3414,406,2598,1298,1298,1298,2613,1086,1086,24,2216,3046,3046,145,145,3525,3525,1167,1167,457,457,2649,2789,3701,3701,4107,444,444,1344,814,3006,3534,3534,537,2729,1922,1922,1922,4113,1953,1953,3382,1941,4133,50,1945,4137,1285,1285,2423,487,2679,1733,663,2855,1528,1528,3720,3615,742,742,2934,2934,1584,1584,3776,2408,676,676,2112,4304
2033,2033,3109,3109,353,353,141,141,938,938,1618,1618,528,528,2720,2720,749,749,269,269,1899,1899,1510,1510,1105,1105,1679,1679,1151,1151,563,563,2832,2832,915,915,773,773,1722,1722,1413,1413,745,745,2984,2984,169,169,824,824,19,19,1218,1218,3412,3412,930,930,3122,3122,90,90,3490,3490,1087,1087,570,570,3044,3044,2337,2337,3359,3359,3649,3649,27,27,328,328,934,934,2636,2636,738,738,308,308,1,1,1881,1881,3383,3383,4114,4114,4145,4145,1181,1181,558,558,1944,1944,3477,3477,1553,1553,1258,1258,1714,1714,1025,1025,394,394,416,416,1634,1634,158,158,300,300,1090,1090,2868,2868
4225,4225,1252,1252,2545,2545,2333,2333,3130,3130,3810,3810,3910,528,1852,1852,2941,2941,2461,2461,4091,4091,3702,3702,3297,3297,3871,3871,3343,3343,3343,2755,1695,1695,1695,3107,773,773,3914,3914,3605,3605,2937,2937,1297,1297,1297,2361,3016,3016,2211,2211,3410,3410,405,405,2597,930,932,932,2282,2282,713,713,3279,3279,2762,2762,569,569,2761,2761,1457,1457,374,374,2219,2219,2520,2520,3126,3126,134,134,2930,2930,2500,2500,1,1,4073,1191,3383,3383,230,2422,553,553,553,3373,2750,2750,1944,1944,991,991,991,3745,3450,3450,3906,3906,3217,3217,2586,2586,2608,2608,2608,3826,2350,2350,2492,2492,3282,3282,2113,2113
2032,2032,3444,3444,906,906,1006,1006,1758,1758,1718,1718,1154,1154,4044,4044,1150,1150,1327,1327,905,905,3097,3097,296,296,136,136,3202,3202,1390,1390,564,564,3887,3887,1478,1478,2965,2965,609,609,1069,1069,179,179,3489,3489,724,724,2916,2916,971,971,405,405,142,142,3124,3124,1773,1773,2905,2905,125,125,852,852,174,174,642,642,959,959,2566,2566,1959,1959,1477,1477,603,603,2326,2326,1461,1461,2500,2500,1794,1794,2193,2193,1940,1940,1183,1183,1938,1938,2745,2745,1936,1936,1193,1193,4136,4136,3183,3183,147,147,2339,2339,1562,1562,86,86,2278,2278,1194,1194,1404,1404,1730,1730,1173,1173,4305,4305
4224,4224,348,348,3098,3098,3198,3198,3950,3950,262,2454,3346,3346,261,2453,3342,3342,1472,3664,3519,905,644,644,2488,2488,2328,1010,385,385,2577,3582,2756,2756,417,2609,3670,3670,1738,3930,2801,2801,2801,3261,2371,2371,1349,3541,2297,724,664,2856,3163,3163,546,2738,2334,2334,1221,1221,3965,3965,1838,4030,2317,2317,954,3146,2366,2366,2834,2834,3151,3151,1296,3488,4151,4151,3669,3669,2795,2795,326,2518,3653,3653,944,3136,3986,3986,1948,4140,4132,4132,3375,3375,4130,4130,1952,4144,4128,4128,3385,3385,120,120,2312,682,2874,147,1340,3532,3754,3754,681,2873,1541,1541,3733,3386,3596,3596,3596,3922,3365,3365,2114,4306
2031,2031,2540,2540,592,592,625,625,1682,1682,1486,1486,1502,1502,7,7,1213,1213,1744,1744,480,480,2836,2836,1348,1348,498,498,1474,1474,1994,1994,1379,1379,331,331,3792,3792,3574,3574,711,711,761,761,1517,1517,105,105,943,943,1622,1622,170,170,1913,1913,1427,1427,994,994,3413,3413,2599,2599,739,739,1727,1727,2535,2535,853,853,79,79,1962,1962,217,217,1326,1326,865,865,864,864,1687,1687,1564,1564,1793,1793,510,510,556,556,1947,1947,1192,1192,1939,1939,229,229,1937,1937,1692,1692,1691,1691,1442,1442,3634,3634,1672,1672,1259,1259,3451,3451,565,565,35,35,561,561,2753,2753,2115,2115
4223,4223,970,970,2784,2784,2784,2817,3874,3874,3874,3678,3694,3694,2199,2199,3405,3405,3936,3936,2672,2672,667,667,3540,3540,2690,2690,3666,3666,4186,4186,3571,3571,3571,2523,1382,1382,1809,1809,2903,2903,2953,2953,3709,3709,1299,1299,3135,3135,3814,3814,2362,2362,2362,4105,3619,3619,3186,3186,407,407,1445,1445,739,739,3919,343,1132,1132,1132,3045,2271,2271,4154,4154,2409,2409,3518,3518,3057,3057,3056,3056,3879,3879,3879,3756,1793,1793,2702,1774,2748,2748,4139,4139,3384,3384,4131,4131,2421,2421,4129,4129,3884,3884,557,557,3883,1442,633,633,3864,3864,488,488,794,794,794,2757,35,35,862,3054,896,896,896,4307
2030,2030,3162,3162,1768,1768,3960,3960,379,379,974,974,412,412,1653,1653,472,472,998,998,42,42,2859,2859,226,226,1566,1566,3758,3758,1993,1993,447,447,1600,1600,1999,1999,4001,4001,2004,2004,1351,1351,1734,1734,3491,3491,234,234,1867,1867,1433,1433,1819,1819,1846,1846,197,197,793,793,3637,3637,252,252,2931,2931,1133,1133,3324,3324,1085,1085,358,358,4022,4022,2776,2776,1308,1308,73,73,2796,2796,973,973,108,108,3985,3985,3966,3966,121,121,1950,1950,1184,1184,1954,1954,4129,4129,1182,1182,2749,2749,460,460,2825,2825,1353,1353,2680,2680,942,942,2986,2986,2227,2227,382,382,3088,3088,2116,2116
4222,4222,1483,3675,3675,1768,81,81,2273,379,2571,3166,2604,2604,2604,3845,2664,2664,3190,3190,2234,2234,1432,3624,226,226,833,3025,1992,1992,4184,4185,2639,2639,1998,1998,4191,4191,1719,3911,4196,4196,4196,3543,3926,3926,467,2659,2426,2426,4059,4059,3625,3625,4011,4011,4038,4038,2389,2389,2985,2985,15,2207,252,252,1746,3938,3325,3325,441,2633,3277,3277,2550,1830,584,584,901,901,1308,1308,2265,604,1559,1559,3751,3165,2300,2300,709,2901,1805,1805,1805,2313,4142,4142,3376,3376,4146,4146,552,2744,3374,3374,1946,4138,2652,2652,545,545,3545,3545,106,106,3134,3134,364,2556,1693,1693,1693,2574,1094,1094,3286,4308
2029,2029,378,378,1621,1621,1934,1934,1376,1376,1579,1579,3771,3771,1405,1405,198,198,751,751,1061,1061,1665,1665,2418,2418,832,832,3024,3024,1991,1991,1997,1997,4190,4190,2001,2001,1771,1771,2005,2005,1476,1476,893,893,1585,1585,839,839,1753,1753,613,613,797,797,1863,1863,1024,1024,947,947,286,286,2444,2444,2843,2843,1293,1293,253,253,960,960,1321,1321,1527,1527,3093,3093,3500,3500,327,327,1462,1462,509,509,1667,1667,1775,1775,1804,1804,3997,3997,555,555,1949,1949,1942,1942,1955,1955,1943,1943,1185,1185,23,23,2737,2737,1905,1905,2298,2298,1199,1199,1161,1161,419,419,3885,3885,785,785,2117,2117
2029,2029,2570,955,3813,3813,4126,4126,3568,3568,247,247,1367,1367,1367,3597,2390,2390,2943,2943,3253,3253,3857,3857,2975,2418,1320,1320,1990,1990,1990,4183,1997,1997,2000,4192,4193,4193,3963,3963,4197,4197,4197,3668,3085,3085,3085,3777,3031,3031,3945,3945,2805,2805,2805,2989,4055,4055,3216,3216,3139,3139,2478,2478,651,651,54,54,3485,3485,3485,2445,3152,3152,3513,3513,1527,1527,341,2533,1292,1292,1292,2519,3654,3654,2701,2701,3859,3859,3859,3967,1804,1804,504,2696,2747,2747,4141,4141,4134,4134,4134,4147,4135,4135,3377,3377,23,23,1904,4096,4097,4097,812,812,3391,3391,3391,3353,2611,2611,956,956,2977,2977,2977,4309
4221,4221,1488,1488,3147,3147,287,287,1580,1580,2439,2439,1270,1270,3559,3559,999,999,1063,1063,40,40,783,783,542,542,3512,3512,1988,1988,4182,4182,1995,1995,4189,4189,2002,2002,2003,2003,2006,2006,2007,2007,4200,4200,1755,1755,392,392,1505,1505,3697,3697,34,34,390,390,993,993,3185,3185,2793,2793,649,649,2246,2246,1717,1717,1294,1294,650,650,11,11,3719,3719,1102,1102,3484,3484,866,866,3058,3058,3987,3987,1788,1788,696,696,153,153,3996,3996,1786,1786,22,22,1186,1186,3378,3378,233,233,1451,1451,2215,2215,1525,1525,3717,3717,3004,3004,429,429,1160,1160,1082,1082,3148,3148,2419,2419,2118,2118
2028,2028,4220,3680,806,806,2998,2479,3772,3772,1049,3241,3462,3462,1064,3256,3191,3191,3255,1289,3481,40,2232,783,2734,2734,1613,3805,4180,4180,1989,4181,4187,4187,1996,4188,4194,4194,4195,4195,4198,4198,4199,2008,2009,2009,4201,3947,2584,2584,1418,3610,845,845,3037,2226,2582,2582,1097,3289,601,601,925,3117,2841,2841,317,2509,3909,3909,3486,3486,2842,2842,1689,3881,2203,3719,3294,192,2384,3484,1134,3326,1795,1795,699,699,2891,1788,3980,2888,2345,2345,700,2892,3978,3978,2214,1951,4143,1186,1858,4050,2425,2425,1766,3958,3643,2215,1144,3336,1310,1310,3502,484,2676,429,2621,1160,3352,1082,3274,227,1729,1729,3921,4310
2027,2027,303,303,2495,2495,752,752,2944,2944,873,873,92,92,2284,2284,211,211,908,908,1120,1120,1489,1489,895,895,1414,1414,1987,1987,4179,4179,1981,1981,1980,1980,1972,1972,1971,1971,1967,1967,1965,1965,4157,4157,3932,3932,301,301,302,302,1426,1426,1498,1498,1295,1295,83,83,1535,1535,3727,3727,100,100,830,830,1051,1051,1397,1397,495,495,248,248,1253,1253,370,370,984,984,367,367,1531,1531,18,18,1797,1797,1787,1787,1806,1806,693,693,1785,1785,1790,1790,554,554,1026,1026,500,500,1765,1765,754,754,449,449,101,101,1339,1339,3531,3531,94,94,669,669,1176,1176,661,661,2119,2119
4219,4219,1042,1042,710,710,710,752,332,332,2524,2524,3065,92,722,722,2403,2403,3100,3100,3312,3312,3681,3681,3087,3087,3087,3606,4076,1987,1986,1986,4173,4173,4172,4172,4164,4164,4164,4163,1967,1967,1966,4158,1740,1740,946,946,2493,2493,2494,2494,3618,3618,3690,3690,1295,1295,2275,1398,3590,1535,445,445,2292,2292,2292,3022,3243,3243,3589,3589,2687,2687,2440,2440,3445,3445,3445,2562,3176,3176,2559,2559,3723,3723,3723,2210,3989,3989,3989,3979,3998,3998,2885,2885,3977,3977,3977,3982,2746,2746,2746,3218,2692,2692,3957,3957,2946,2946,2946,2641,101,101,1615,3807,1075,1075,1075,2286,669,669,3368,1050,2853,2853,2853,4311
2026,2026,3234,3234,1033,1033,2902,2902,756,756,630,630,1178,1178,2914,2914,299,299,1068,1068,214,214,2406,2406,636,636,1884,1884,1751,1751,4178,4178,1979,1979,1974,1974,1973,1973,888,888,1969,1969,4159,4159,398,398,3138,3138,1896,1896,1076,1076,997,997,3189,3189,3487,3487,1649,1649,921,921,2637,2637,1721,1721,1290,1290,446,446,53,53,1419,1419,1558,1558,3750,3750,986,986,950,950,989,989,3145,3145,508,508,1778,1778,697,697,503,503,2695,2695,1789,1789,512,512,1907,1907,4099,4099,1859,1859,180,180,2372,2372,900,900,2293,2293,1669,1669,418,418,3267,3267,2861,2861,361,361,3242,3242,2120,2120
4218,4218,355,355,3225,3225,61,2253,2948,2948,2948,2822,3370,3370,1601,3793,2491,2491,3260,786,786,214,1157,3349,2828,2828,1645,1645,3943,3943,1985,4177,4171,4171,4166,4166,4165,4165,3080,3080,4161,4161,1968,4160,398,398,491,2683,4088,4088,3268,1447,3639,997,215,215,386,386,386,3841,3113,3113,316,2508,3913,3913,3913,3482,2638,2638,2245,2245,3611,3611,968,3160,189,189,189,3178,3142,3142,3181,953,1796,1796,1796,2700,1778,1778,2889,1807,3999,503,1780,3972,3981,3981,2704,1776,3968,1907,122,122,4051,4051,899,3091,1763,1763,1763,3092,1328,1328,3520,3861,418,418,1700,1700,3892,2861,2553,2553,941,941,3133,4312
2025,2025,1169,1169,2547,2547,1022,1022,767,767,288,288,514,514,389,389,1015,1015,2978,2978,1280,1280,1754,1754,3837,3837,2993,2993,1984,1984,1983,1983,1732,1732,1978,1978,4169,4169,1975,1975,1970,1970,1101,1101,2590,2590,837,837,1146,1146,1496,1496,1401,1401,2407,2407,2578,2578,411,411,1574,1574,831,831,1374,1374,672,672,1487,1487,995,995,371,371,1556,1556,2381,2381,983,983,78,78,982,982,109,109,3988,3988,707,707,3970,3970,2341,2341,706,706,107,107,708,708,2900,2900,2314,2314,1843,1843,1886,1886,3955,3955,1452,1452,593,593,448,448,29,29,2610,2610,1060,1060,196,196,1020,1020,2121,2121
4217,4217,3361,3361,770,770,770,3214,2959,2959,2959,2480,2706,2706,2581,2581,1015,1015,46,2238,3472,3472,3472,3946,801,801,1077,1077,4176,4176,4175,4175,1732,1732,4170,1977,1976,1976,1976,4167,4162,4162,384,384,3293,2590,3029,3029,3338,3338,3338,3688,3593,3593,1481,1481,1873,1873,1873,2603,3766,3766,3023,3023,3566,3566,3566,2864,3679,3679,3187,3187,2563,2563,2563,3748,952,952,952,3175,2270,2270,3174,3174,2301,2301,1779,1779,2899,2899,2899,149,1781,1781,1781,2898,2299,2299,1777,1777,1803,1803,3995,3995,4035,4035,4035,4078,501,501,501,3644,2785,2785,2785,2640,29,29,1702,3894,1060,1060,2388,834,3212,3212,3212,4313
2024,2024,404,404,1099,1099,2962,2962,1391,1391,1685,1685,8,8,2200,2200,3207,3207,1586,1586,268,268,185,185,2377,2377,3269,3269,2541,2541,1982,1982,1431,1431,3924,3924,4168,4168,428,428,976,976,2576,2576,525,525,1372,1372,1171,1171,130,130,898,898,3673,3673,17,17,4065,4065,182,182,1081,1081,2,2,258,258,1908,1908,4100,4100,949,949,1557,1557,3144,3144,988,988,369,369,1555,1555,3991,3991,1779,1779,3971,3971,1801,1801,694,694,3973,3973,1792,1792,3969,3969,505,505,790,790,1860,1860,539,539,1762,1762,2693,2693,2344,2344,1561,1561,393,393,2221,2221,526,526,3252,3252,3026,3026,2122,2122
